role,level,techstack,type,question
Game Developer,Senior,Kubernetes,Mixed,Explain Kubernetes and how you handled data handling in real projects.
Mobile Developer,Junior,Redis,Mixed,Explain Redis and how you handled latency in real projects.
Machine Learning Engineer,Junior,Next.js,Mixed,Explain Next.js and how you handled deployment failures in real projects.
iOS Engineer,Mid,Redis,Mixed,Explain Redis and how you handled production incidents in real projects.
Site Reliability Engineer,Senior,Next.js,Mixed,Explain Next.js and how you handled load issues in real projects.
Blockchain Developer,Junior,Python,Mixed,Explain Python and how you handled team coordination in real projects.
Full Stack Developer,Junior,Angular,Mixed,Explain Angular and how you handled logging in real projects.
Staff Software Engineer,Senior,HTML,Mixed,Explain HTML and how you handled testing strategy in real projects.
QA Engineer,Senior,TypeScript,Mixed,Explain TypeScript and how you handled data handling in real projects.
Principal Software Engineer,Junior,Next.js,Mixed,Explain Next.js and how you handled data handling in real projects.
Penetration Testing Engineer,Senior,MongoDB,Mixed,Explain MongoDB and how you handled downtime in real projects.
MLOps Engineer,Mid,Node.js,Mixed,Explain Node.js and how you handled security risks in real projects.
Machine Learning Engineer,Mid,TypeScript,Mixed,Explain TypeScript and how you handled production incidents in real projects.
Infrastructure Engineer,Senior,Azure,Mixed,Explain Azure and how you handled production incidents in real projects.
Build and Release Engineer,Senior,Express,Mixed,Explain Express and how you handled load issues in real projects.
Staff Software Engineer,Senior,Java,Mixed,Explain Java and how you handled performance issues in real projects.
Web Developer,Junior,Python,Mixed,Explain Python and how you handled production incidents in real projects.
Firmware Engineer,Senior,Redis,Mixed,Explain Redis and how you handled scaling challenges in real projects.
Cloud Engineer,Junior,MySQL,Mixed,Explain MySQL and how you handled API issues in real projects.
Security Engineer,Senior,HTML,Mixed,Explain HTML and how you handled performance issues in real projects.
ML Engineer,Senior,Express,Mixed,Explain Express and how you handled team coordination in real projects.
Next.js Developer,Senior,JavaScript,Mixed,Explain JavaScript and how you handled code quality in real projects.
TypeScript Engineer,Mid,TypeScript,Mixed,Explain TypeScript and how you handled code quality in real projects.
JavaScript Engineer,Junior,Docker,Mixed,Explain Docker and how you handled deployment failures in real projects.
Machine Learning Engineer,Mid,CSS,Mixed,Explain CSS and how you handled architecture decisions in real projects.
Frontend Developer,Junior,Redis,Mixed,Explain Redis and how you handled data handling in real projects.
Firmware Engineer,Junior,Python,Mixed,Explain Python and how you handled optimization in real projects.
Game Developer,Mid,Angular,Mixed,Explain Angular and how you handled integration challenges in real projects.
Web Developer,Senior,CSS,Mixed,Explain CSS and how you handled failures in real projects.
Security Engineer,Junior,HTML,Mixed,Explain HTML and how you handled deployment failures in real projects.
iOS Engineer,Mid,Next.js,Mixed,Explain Next.js and how you handled failures in real projects.
Data Platform Engineer,Mid,Kubernetes,Mixed,Explain Kubernetes and how you handled performance issues in real projects.
Cloud Engineer,Mid,PostgreSQL,Mixed,Explain PostgreSQL and how you handled production incidents in real projects.
Principal Software Engineer,Senior,Redis,Mixed,Explain Redis and how you handled testing strategy in real projects.
Machine Learning Engineer,Junior,Python,Mixed,Explain Python and how you handled security risks in real projects.
AI Engineer,Junior,Docker,Mixed,Explain Docker and how you handled integration challenges in real projects.
Embedded Software Engineer,Junior,Angular,Mixed,Explain Angular and how you handled data handling in real projects.
Cloud Engineer,Junior,Angular,Mixed,Explain Angular and how you handled data handling in real projects.
Mobile Developer,Mid,Angular,Mixed,Explain Angular and how you handled system design in real projects.
Solutions Engineer,Mid,Angular,Mixed,Explain Angular and how you handled scaling challenges in real projects.
Backend Developer,Mid,Node.js,Mixed,Explain Node.js and how you handled testing strategy in real projects.
Blockchain Developer,Mid,Redis,Mixed,Explain Redis and how you handled failures in real projects.
Cloud Engineer,Mid,MySQL,Mixed,Explain MySQL and how you handled latency in real projects.
Embedded Software Engineer,Junior,TypeScript,Mixed,Explain TypeScript and how you handled integration challenges in real projects.
Staff Software Engineer,Junior,Spring,Mixed,Explain Spring and how you handled testing strategy in real projects.
Machine Learning Engineer,Junior,Python,Mixed,Explain Python and how you handled logging in real projects.
Firmware Engineer,Senior,Angular,Mixed,Explain Angular and how you handled scaling challenges in real projects.
iOS Engineer,Junior,Azure,Mixed,Explain Azure and how you handled load issues in real projects.
AR/VR Engineer,Junior,Vue.js,Mixed,Explain Vue.js and how you handled resource limits in real projects.
Game Developer,Junior,Python,Mixed,Explain Python and how you handled logging in real projects.
Software Engineer,Senior,Kubernetes,Mixed,Explain Kubernetes and how you handled edge cases in real projects.
Robotics Software Engineer,Senior,React,Mixed,Explain React and how you handled architecture decisions in real projects.
Mobile Developer,Mid,Redis,Mixed,Explain Redis and how you handled API issues in real projects.
UI Engineer,Junior,Spring,Mixed,Explain Spring and how you handled production incidents in real projects.
AR/VR Engineer,Mid,AWS,Mixed,Explain AWS and how you handled testing strategy in real projects.
Android Engineer,Junior,Vue.js,Mixed,Explain Vue.js and how you handled production incidents in real projects.
Security Engineer,Senior,Azure,Mixed,Explain Azure and how you handled bugs in real projects.
Web Developer,Senior,Angular,Mixed,Explain Angular and how you handled deployment failures in real projects.
Data Platform Engineer,Mid,Vue.js,Mixed,Explain Vue.js and how you handled refactoring in real projects.
Data Platform Engineer,Junior,HTML,Mixed,Explain HTML and how you handled production incidents in real projects.
Build and Release Engineer,Senior,Kubernetes,Mixed,Explain Kubernetes and how you handled testing strategy in real projects.
Robotics Software Engineer,Mid,Kubernetes,Mixed,Explain Kubernetes and how you handled security risks in real projects.
ML Engineer,Mid,Flask,Mixed,Explain Flask and how you handled failures in real projects.
Robotics Software Engineer,Junior,Kubernetes,Mixed,Explain Kubernetes and how you handled API issues in real projects.
Frontend Developer,Senior,TypeScript,Mixed,Explain TypeScript and how you handled resource limits in real projects.
iOS Engineer,Mid,Kubernetes,Mixed,Explain Kubernetes and how you handled testing strategy in real projects.
Data Engineer,Senior,Node.js,Mixed,Explain Node.js and how you handled optimization in real projects.
Build and Release Engineer,Senior,MongoDB,Mixed,Explain MongoDB and how you handled integration challenges in real projects.
Application Security Engineer,Mid,React,Mixed,Explain React and how you handled scaling challenges in real projects.
Analytics Engineer,Senior,Next.js,Mixed,Explain Next.js and how you handled downtime in real projects.
Site Reliability Engineer,Junior,Express,Mixed,Explain Express and how you handled performance issues in real projects.
Cross-Platform Developer,Mid,Redis,Mixed,Explain Redis and how you handled latency in real projects.
Test Engineer,Junior,Angular,Mixed,Explain Angular and how you handled monitoring in real projects.
Web Developer,Junior,JavaScript,Mixed,Explain JavaScript and how you handled security risks in real projects.
Game Developer,Junior,TypeScript,Mixed,Explain TypeScript and how you handled scaling challenges in real projects.
JavaScript Engineer,Junior,Flask,Mixed,Explain Flask and how you handled data handling in real projects.
Software Engineer,Junior,Python,Mixed,Explain Python and how you handled edge cases in real projects.
Mobile Developer,Mid,AWS,Mixed,Explain AWS and how you handled refactoring in real projects.
Machine Learning Engineer,Mid,MySQL,Mixed,Explain MySQL and how you handled integration challenges in real projects.
Data Engineer,Senior,Java,Mixed,Explain Java and how you handled architecture decisions in real projects.
Frontend Developer,Mid,Next.js,Mixed,Explain Next.js and how you handled integration challenges in real projects.
Firmware Engineer,Senior,React,Mixed,Explain React and how you handled logging in real projects.
AR/VR Engineer,Junior,Azure,Mixed,Explain Azure and how you handled resource limits in real projects.
Embedded Software Engineer,Senior,TypeScript,Mixed,Explain TypeScript and how you handled monitoring in real projects.
Solutions Engineer,Mid,Azure,Mixed,Explain Azure and how you handled latency in real projects.
Embedded Software Engineer,Junior,Flask,Mixed,Explain Flask and how you handled refactoring in real projects.
Cloud Engineer,Mid,AWS,Mixed,Explain AWS and how you handled code quality in real projects.
Site Reliability Engineer,Mid,HTML,Mixed,Explain HTML and how you handled load issues in real projects.
Full Stack Developer,Senior,Express,Mixed,Explain Express and how you handled data handling in real projects.
JavaScript Engineer,Senior,React,Mixed,Explain React and how you handled security risks in real projects.
AR/VR Engineer,Mid,Redis,Mixed,Explain Redis and how you handled testing strategy in real projects.
Platform Engineer,Mid,Spring,Mixed,Explain Spring and how you handled downtime in real projects.
AR/VR Engineer,Mid,Django,Mixed,Explain Django and how you handled edge cases in real projects.
Firmware Engineer,Junior,HTML,Mixed,Explain HTML and how you handled architecture decisions in real projects.
React Developer,Mid,Next.js,Mixed,Explain Next.js and how you handled security risks in real projects.
Solutions Engineer,Senior,Vue.js,Mixed,Explain Vue.js and how you handled latency in real projects.
Security Engineer,Mid,AWS,Mixed,Explain AWS and how you handled edge cases in real projects.
QA Automation Engineer,Junior,Django,Mixed,Explain Django and how you handled resource limits in real projects.
UI Engineer,Senior,React,Mixed,Explain React and how you handled load issues in real projects.
Test Engineer,Senior,AWS,Mixed,Explain AWS and how you handled refactoring in real projects.
Data Platform Engineer,Junior,Angular,Mixed,Explain Angular and how you handled data handling in real projects.
QA Engineer,Senior,AWS,Mixed,Explain AWS and how you handled resource limits in real projects.
